title,sub-title,author,date,url,section,text
A ética da solidariedade feminista,"Se é preciso ouvir antes de falar, é também nosso dever falar com responsabilidade sobre as injustiças que assolam as mulheres e meninas",Debora Diniz,2019-03-07T18:14:59-03:00,https://brasil.elpais.com/brasil/2019/03/01/opinion/1551471471_656137.html,opinion,Não há homem universal que represente as lutas de
Presidente do México pede ao rei espanhol que se desculpe por abusos da colonização,"Em carta, Obrador diz que essa é a única forma possível de obter reconciliação plena entre os países.",Javier Lafuente,2019-03-25T19:42:44-03:00,https://brasil.elpais.com/brasil/2019/03/25/internacional/1553539019_249884.html,internacional,"O presidente do México,"
A tragédia da Ucrânia,"Anne Applebaum relata a fome premeditada por Stalin para subjugar a população da Ucrânia, frear qualquer tentativa de nacionalismo e liquidar as organizações que resistiam a integrá-la à URSS",Mario Vargas Llosa,2019-03-02T20:00:24-03:00,https://brasil.elpais.com/brasil/2019/03/01/opinion/1551443408_464331.html,opinion,"Em 1928,"
Diretora do suplemento feminino de jornal do Vaticano se demite por tentativas de calá-lo,Lucetta Scaraffia e equipe saem apontando retorno à cultura da “mulher obediente” dentro da Igreja.,Daniel Verdú,2019-03-26T22:07:58-03:00,https://brasil.elpais.com/brasil/2019/03/26/internacional/1553599594_604218.html,internacional,O
Israel ataca Gaza e o Hamas lança foguetes apesar do anúncio de cessar-fogo,Exército concentra tropas e limita as atividades civis na fronteira do enclave palestino,Juan Carlos Sanz,2019-03-26T10:12:36-03:00,https://brasil.elpais.com/brasil/2019/03/26/internacional/1553587140_841439.html,internacional,"O anúncio de cessar-fogo com mediação egípcia, divulgado na noite de segunda-feira pelo"
"De surpresa, Trump revoga as últimas sanções impostas à Coreia do Norte",A Casa Branca contradiz o Departamento do Tesouro e justifica a decisão dizendo que “o presidente Trump simpatiza com o líder” norte-coreano,Yolanda Monge,2019-03-23T16:37:54-03:00,https://brasil.elpais.com/brasil/2019/03/22/internacional/1553282913_430085.html,internacional,"Com um simples tuíte, o presidente dos"
Dois sobreviventes do massacre de Parkland se suicidam na mesma semana,"Comunidade escolar da Flórida, nos EUA, pede mais recursos para programas de saúde mental",Antonia Laborde,2019-03-26T22:27:34-03:00,https://brasil.elpais.com/brasil/2019/03/26/internacional/1553626056_197921.html,internacional,Há dias circula no Twitter a hashtag #17plus2 (17 mais dois). Ela faz referência às 17 vítimas fatais do
A exceção japonesa ao terremoto político das democracias avançadas,Fraqueza da oposição facilita um longo período de governo do líder conservador Shinzo Abe,Andrea Rizzi,2019-03-27T23:16:13-03:00,https://brasil.elpais.com/brasil/2019/03/22/internacional/1553257299_062869.html,internacional,"As quatro paredes da principal sala de reuniões dos dirigentes do Partido Liberal Democrático do Japão (PLD), em sua sede em Tóquio, exibem os retratos de todos os seus líderes. O partido ostenta o poder no país de forma quase ininterrupta desde 1955, com lideranças geralmente muito breves, de modo que as paredes estão já quase repletas de imagens. No entanto, faz mais de seis anos que não é necessário pendurar nenhuma."
“Esqueceram-se dos 70.000 mortos da onda de calor de 2003”,Diretora de departamento de saúde da OMS diz que o aquecimento global reduz a expectativa de vida,Emilio de Benito,2019-03-27T15:04:51-03:00,https://brasil.elpais.com/brasil/2019/03/26/internacional/1553626291_625535.html,internacional,"A espanhola María Neira (La Felguera, Langreo, Astúrias, 1960) está há 13 anos à frente do Departamento de Saúde Pública e Meio Ambiente da"
Fracasso democrata para derrubar veto de Trump no Congresso,Câmara dos Representantes não consegue os dois terços de votos necessários para revogar a declaração de emergência do presidente para construção do muro com o México,Yolanda Monge,2019-03-27T17:28:07-03:00,https://brasil.elpais.com/brasil/2019/03/26/internacional/1553633660_869823.html,internacional,"parece não parar de encadear vitórias. A Câmara dos Representantes fracassou nesta terça-feira em sua tentativa de reverter o veto do presidente, o que deixa intacta a"
O charme decadente que coloca Montevidéu no topo das cidades latino-americanas,Consultoria Mercer considera capital uruguaia a cidade com melhor qualidade de vida na região para empregados de multinacionais,Magdalena Martínez,2019-03-28T12:14:34-03:00,https://brasil.elpais.com/brasil/2019/03/25/internacional/1553539191_185403.html,internacional,Dois estudos apontaram nestes dias a capital uruguaia como a melhor da
Trump: “A Rússia tem que ir embora da Venezuela”,Presidente dos EUA recebe a mulher de Guaidó e sobe o tom de sua ameaça a Maduro:,Amanda Mars,2019-03-27T18:11:44-03:00,https://brasil.elpais.com/brasil/2019/03/27/internacional/1553705686_334328.html,internacional,"recebeu Fabiana Rosales, mulher de Juan Guaidó, nesta quarta-feira no Salão Oval da Casa Branca e salientou seu apoio ao líder da Assembleia Nacional, mais de dois meses depois de ele ser"
Theresa May oferece sua demissão para salvar seu plano do Brexit,Parlamento britânico rejeita todas as opções alternativas ao plano de saída do primeiro ministro,Rafa de Miguel,2019-03-27T20:28:35-03:00,https://brasil.elpais.com/brasil/2019/03/27/internacional/1553708320_421999.html,internacional,"usou a última bala na Câmara, depois que, nas últimas horas, diferentes ministros e companheiros de partido deram a entender que o único caminho para que ela conseguisse que seu plano para o"
Parlamento britânico rejeita pela terceira vez o plano de May para o Brexit,Voto contra força o Reino Unido a decidir em 12 de abril entre uma saída abrupta ou um longo adiamento,Rafa de Miguel,2019-03-29T12:40:07-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553856557_119583.html,internacional,"sofreu sua terceira derrota no Parlamento Britânico. Um total de 344 deputados, contra 286, rejeitou nesta sexta-feira o Acordo de Retirada que a primeira-ministra firmou com a"
"Presidente na ficção, humorista é favorito em disputa eleitoral na Ucrânia","Admirador declarado de Bolsonaro, o ator Volodymyr Zelenskiy lidera as pesquisas para as eleições deste domingo explorando a insatisfação popular com a elite política",María R. Sahuquillo,2019-03-29T11:18:34-03:00,https://brasil.elpais.com/brasil/2019/03/28/internacional/1553803929_078467.html,internacional,Volodymyr Zelenskiy já entrou em milhares de lares como presidente da
"Bruno Latour: “O sentimento de perder o mundo, agora, é coletivo”","Em seu último livro, o influente pensador francês descreve um planeta onde a mudança climática altera tudo",Marc Bassets,2019-03-31T10:37:28-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553888812_652680.html,internacional,"Bruno Latour (Beaune, 1947) é um dos filósofos franceses mais influentes da atualidade. Acaba de publicar"
"Após terceira rejeição ao plano de May para o Brexit, o que pode acontecer?",Parlamento britânico volta a votar contra o plano da primeira-ministra para a saída da UE,Agências,2019-03-29T17:18:05-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553874053_923847.html,internacional,O Parlamento britânico rejeitou nesta sexta-feira
Macri perde luta contra a pobreza em ano de eleição na Argentina,Pobreza cresce mais de 6 pontos em 2018 e chega a 32%.,Enric González,2019-03-29T18:21:27-03:00,https://brasil.elpais.com/brasil/2019/03/28/internacional/1553792656_629543.html,internacional,"oferece a mesma coisa todos os dias: sangue, suor e lágrimas. “Vocês têm que aguentar, eu estou convencido de que aguento”, disse ao Congresso em 1º de março. E o sofrimento aumenta. Durante o segundo semestre de 2018, 32% da população urbana argentina estava abaixo da linha da pobreza. Foi um aumento de quase cinco pontos percentuais com relação ao primeiro semestre, e de mais de seis pontos em comparação aos 25,7% de 2017. Estes 32% de pobres na população argentina representam um retorno ao nível que Macri diz ter herdado de"
Regime de Maduro proíbe Juan Guaidó de ocupar cargos públicos por 15 anos,O Tribunal de Contas afirmou que o presidente interino fraudou sua declaração de patrimônio e recebeu dinheiro de instâncias internacionais e nacionais sem justificá-lo,Alonso Moleiro,2019-03-28T15:54:20-03:00,https://brasil.elpais.com/brasil/2019/03/28/internacional/1553794423_260448.html,internacional,O regime chavista deu nesta quinta-feira um passo adiante em sua tentativa de asfixiar
Paraguai homenageia jesuíta espanhol que enfrentou a ditadura de Alfredo Stroessner,"Religioso pa’í Oliva, de 90 anos, é um símbolo da luta pelos mais pobres e os direitos sociais",Santi Carneri,2019-03-30T11:56:46-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553879369_387868.html,internacional,O Senado do
Cruz Vermelha afirma que distribuirá ajuda humanitária na Venezuela em 15 dias,"Operação, que pretende ajudar 650.000 pessoas, será ""muito semelhante à da Síria"", afirma o presidente da organização internacional",Florantonia Singer,2019-03-30T12:52:29-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553881049_406664.html,internacional,A
24 horas em Gaza,O dia a dia de uma cidade em ruínas para além dos bombardeios cotidianos e da violência no território palestino,El País,2019-03-30T11:19:44-03:00,https://brasil.elpais.com/brasil/2019/03/28/album/1553787288_886314.html,internacional,
"Milícia, o exército popular a serviço de Maduro","O poder do líder bolivariano na Venezuela se baseia no exército e nas milícias, um corpo de um milhão de pessoas treinadas com vassouras e rifles, que prometem dar suas vidas pela Revolução",Jacobo García,2019-03-30T21:36:59-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553824596_128119.html,internacional,"Carolina, cabo da milícia, e Carlos, sargento, estão preocupados com uma invasão estrangeira na"
Maduro anuncia 30 dias de racionamento de energia na Venezuela,Presidente adota as medidas após os graves blecautes que deixaram o país sem água e luz no último dia 7,Alonso Moleiro,2019-04-01T10:15:54-03:00,https://brasil.elpais.com/brasil/2019/04/01/internacional/1554084795_313068.html,internacional,"anunciou neste domingo um plano de racionamento elétrico de 30 dias por causa dos blecautes generalizados do último dia 7 de março. Em três semanas, a"
"No Chile, a política repudia a figura de Pinochet e matiza seu legado econômico",Piñera já fez vários gestos de rejeição ao passado do regime que matou mais de 3.000 chilenos. O legado econômico da ditadura também é contestado pela sociedade que cobra Educação e Previdência com ajuda do Governo,Federico Rivas Molina,2019-03-31T14:16:20-03:00,https://brasil.elpais.com/brasil/2019/03/31/internacional/1554043377_971837.html,internacional,"Nos arredores da Escola Militar, em Santiago, milhares de pessoas faziam fila para cruzar o portão de entrada. A cena foi impactante. A multidão não queria perder de vista o caixão que, envolto na bandeira do Chile, abrigava os restos mortais de"
O que há por trás do idílio político de Bolsonaro com Israel e Netanyahu,Presidente do Brasil chega neste domingo a Jerusalém sem esclarecer totalmente a incógnita sobre a mudança da embaixada para estreitar sua aliança com Netanyahu e os evangélicos,Naiara Galarraga Gortázar,2019-03-30T16:21:31-03:00,https://brasil.elpais.com/brasil/2019/03/30/internacional/1553969475_732931.html,internacional,O primeiro-ministro israelense foi o convidado mais bem-quisto do presidente do Brasil em sua posse. Agora lhe devolve o gesto com uma visita oficial a Jerusalém que começa no domingo. O intenso idílio político de
Argélia anuncia que Buteflika deixará a presidência antes de 28 de abril,"Governo comunica que o mandatário, que não fala em público há sete anos, abandonará o cargo por motivos de saúde. O presidente do Senado deve convocar eleições em um prazo de 90 dias",Agências,2019-04-01T16:01:54-03:00,https://brasil.elpais.com/brasil/2019/04/01/internacional/1554135457_564142.html,internacional,"O presidente argelino,"
"Em gesto inédito, Bolsonaro visita o Muro das Lamentações com Netanyahu",Gesto pode ser tido como reconhecimento tácito da soberania israelense nessa parte de Jerusalém.,Lourdes Baeza,2019-04-01T19:38:45-03:00,https://brasil.elpais.com/brasil/2019/04/01/internacional/1554141781_125242.html,internacional,"O presidente do Brasil,"
Cúpula militar uruguaia cai após revelação de crimes da ditadura,Presidente reage a um escândalo relacionado a crimes de lesa-humanidade cometidos durante a ditadura,Magdalena Martínez,2019-04-01T23:48:15-03:00,https://brasil.elpais.com/brasil/2019/04/01/internacional/1554141574_437551.html,internacional,"O ministro da Defesa do Uruguai, Jorge Menéndez, seu vice-ministro e três generais, entre eles o novo chefe do Exército, José González, foram destituídos nesta segunda-feira pelo presidente"
Alemanha ensina a rebater o discurso populista do cunhado,País europeu oferece oficinas por meio de instituições públicas para que as pessoas possam refutar os argumentos simplistas com os quais se deparam diariamente,Ana Carbajosa,2019-04-01T11:34:09-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553868997_117300.html,internacional,"Às quatro da tarde, cerca de quinze homens e mulheres ocupam seus lugares na sala de aula. Entre eles, há um funcionário de banco, um médico e uma professora. São cidadãos comuns que se inscreveram em um curso para aprender a rebater"
Bolsonaro se despede de Israel com promessas econômicas e gafe sobre nazismo,"Presidente encerrou visita a aliado Netanyahu no Museu do Holocausto e repetiu que nazismo é de esquerda, declaração contrariada inclusive no site oficial do local",Lourdes Baeza,2019-04-02T16:03:54-03:00,https://brasil.elpais.com/brasil/2019/04/02/internacional/1554216611_825972.html,internacional,O presidente
Supremo venezuelano ordena a retirada da imunidade parlamentar de Juan Guaidó,Presidente interino é investigado por ter desacatado proibição de deixar o país quando fez uma viagem pela América Latina no fim de fevereiro,Maolis Castro,2019-04-02T12:05:33-03:00,https://brasil.elpais.com/brasil/2019/04/02/internacional/1554164472_010329.html,internacional,O chavismo prepara o terreno para uma eventual emboscada contra
Brexit: esses britânicos estão loucos?,As causas por trás do bloqueio parlamentar e da guerra interna no Governo de May,Rafa de Miguel,2019-04-02T18:10:29-03:00,https://brasil.elpais.com/brasil/2019/04/02/internacional/1554203421_336330.html,internacional,Há um constrangimento entre os políticos do
"Em busca de um equilíbrio entre idosos, imigrantes e robôs no Japão",O país enfrenta uma brutal contração demográfica.,Andrea Rizzi,2019-04-02T20:14:22-03:00,https://brasil.elpais.com/brasil/2019/03/21/internacional/1553180920_032158.html,internacional,"A simpática senhora Fumiko Nakajima, de 85 anos, parece caminhar com serenidade nesse território estranho que é a reta final da vida. Sentada em sua cadeira de rodas como um pássaro em seu ninho no quarto andar do lar de idosos Zenkoukai, em"
Só sete jovens negros no Olimpo da educação pública de Nova York,"O célebre colégio Stuyvesant se torna também o epicentro da segregação: apenas 7 dos 895 novos alunos para o próximo ano letivo são afro-americanos, enquanto três quartos são asiáticos",Sandro Pozzi,2019-04-03T10:26:47-03:00,https://brasil.elpais.com/brasil/2019/04/01/internacional/1554147846_545287.html,internacional,"A Stuyvesant High School é a grande joia do sistema educacional nova-iorquino, o colégio público aonde famílias com filhos brilhantes, mas sem recursos, aspiram a levar seus filhos. Com fama de ser um universo ultracompetitivo, abre as portas a universidades de elite como Columbia,"
A ascensão imparável das ‘cholitas escaladoras’,"Símbolo da luta pela visibilidade das indígenas na Bolívia, um grupo de mulheres aimarás acaba de completar seu último desafio: chegar ao cume do Aconcágua, o mais alto da América",Enrique Vaquerizo,2019-04-03T12:33:09-03:00,https://brasil.elpais.com/brasil/2019/03/22/internacional/1553277982_341963.html,internacional,"Lidia Huayllas vem subindo o Huayna Potosí há mais de 25 anos. A montanha, com 6.088 metros de altitude, é uma das mais emblemáticas da"
Brunei começa a punir com apedrejamento o adultério e a homossexualidade,A aplicação da lei islâmica desencadeia campanhas de boicote e condenação internacional,EFE,2019-04-03T13:15:32-03:00,https://brasil.elpais.com/brasil/2019/04/03/internacional/1554284355_385703.html,internacional,"O apedrejamento ou mutilação de membros são punições baseadas na lei islâmica (sharia) que entraram em vigor nesta quarta-feira no Sultanato de Brunei, em meio a campanhas de boicote e condenação por parte da comunidade internacional."
Chicago elege sua primeira prefeita negra e homossexual,"Lori Lightfoot supera Toni Preckwinkle, também afro-americana, por quase 50 pontos",Yolanda Monge,2019-04-03T17:11:06-03:00,https://brasil.elpais.com/brasil/2019/04/03/internacional/1554261437_488996.html,internacional,"Acompanhada por sua esposa e sua filha, a democrata Lori Lightfoot, mulher negra de 56 anos, declarou sua vitória em"
“Lógica de usar torturadores da ditadura no crime foi usada nas milícias”,"Aloy Jupiara, coautor de 'Os porões da contravenção', fala sobre o legado de profissionalização do crime deixado pelos anos de chumbo que perdura até hoje",Felipe Betim,2019-04-01T13:22:17-03:00,https://brasil.elpais.com/brasil/2019/03/29/politica/1553885098_115676.html,politica,"Trajetória similar tiveram outros vários agentes públicos da ditadura militar brasileira (1964-1985). Como o capitão do Exército Aílton Guimarães Jorge, o coronel do Exército Paulo Malhães, o policial civil Luiz Cláudio de Azeredo Vianna ou o delegado Mauro Fernando de Magalhães, alguns dos personagens do livro"
Quem pagou pelo vídeo revisionista da ditadura distribuído pelo Governo Bolsonaro?,"“É preciso saber se foi pago com recursos públicos”, diz Gil Castello Branco, do Contas Abertas. Ao 'Globo', ator disse ter sido pago. Mourão disse que ideia foi de Bolsonaro",Marina Rossi,2019-04-02T10:59:05-03:00,https://brasil.elpais.com/brasil/2019/04/01/politica/1554151562_942843.html,politica,"No último domingo, enquanto militantes a favor e contra a ditadura militar"
Empresário assume financiamento de vídeo pró-golpe veiculado por Governo,"Após mais de 48 horas de silêncio, Osmar Stábile diz ter pago produto. Planalto repete que não se pronunciará sobre a veiculação do material em canal oficial",Marina Rossi,2019-04-02T21:31:07-03:00,https://brasil.elpais.com/brasil/2019/04/02/politica/1554241102_323727.html,politica,Mais de 48 horas após o silêncio diante da veiculação de um
Neto de Lula não morreu de meningite,"Um mês depois da morte, laudo de exames realizados pelo Instituto Adolfo Lutz descartam todos os tipos de meningite como causa do óbito",El País,2019-04-02T18:45:37-03:00,https://brasil.elpais.com/brasil/2019/04/02/politica/1554238552_750714.html,politica,O laudo de exames feitos no neto do
14 horas numa fila por um emprego: “As contas e a barriga não esperam”,"Desemprego no Brasil aumenta e 13,1 milhões de brasileiros estão em busca de um trabalho. Em São Paulo, Mutirão de Emprego atrai 15.000 pessoas e milhares chegam a dormir na fila para deixar o currículo e conseguir uma entrevista de emprego",Diogo Magri,2019-04-03T15:24:42-03:00,https://brasil.elpais.com/brasil/2019/04/02/politica/1554156937_233006.html,politica,"""Aceito qualquer coisa"". A frase era recorrente entre os candidatos que passaram horas na fila para obter ao menos uma entrevista de trabalho no Mutirão do Emprego, que atraiu 15.000 pessoas interessadas nas 8.000 vagas com carteira assinada oferecidas pelo evento em"
Vozes recuperadas da ditadura argentina,Familiares e amigos de vítimas narram em primeira pessoa as últimas horas com vida de entes queridos,Mar Centenera,2019-04-03T19:02:23-03:00,https://brasil.elpais.com/brasil/2019/03/29/internacional/1553885143_703482.html,internacional,"""Meu nome é Ángel Gerardo Pisarello. É 24 de junho de 1976, e acho que os militares vêm me buscar"", ouve-se num áudio divulgado há duas semanas nas"
Bolsonaro abraça a ‘velha política’ em aceno a partidos por reforma da Previdência,"Presidente recebe dirigentes de MDB, PP, DEM, PRB e PSD para pedir apoio à reforma da Previdência. Paulo Guedes confirma ida à comissão da Câmara",Afonso Benites,2019-04-03T12:33:10-03:00,https://brasil.elpais.com/brasil/2019/04/03/politica/1554243545_893051.html,politica,Assim que chegar a Brasília
Paulo Guedes defende sua reforma da Previdência em audiência na Câmara,"Uma semana após cancelar ida à Comissão de Constituição e Justiça, ministro da Economia confirma participação em audiência prevista para às 14h desta quarta-feira",El País,2019-04-03T14:41:39-03:00,https://brasil.elpais.com/brasil/2019/04/03/politica/1554306984_314990.html,politica,Se não
Ministro promete mudar livros didáticos por “visão mais ampla” da ditadura,"Em entrevista ao 'Valor', Ricardo Vélez, da Educação, diz que não ocorreu um golpe em 1964",El País,2019-04-03T21:57:47-03:00,https://brasil.elpais.com/brasil/2019/04/04/politica/1554334968_202816.html,politica,"O ministro da Educação, Ricardo Vélez, segue encampando a agenda mais ideológica do"
Um solitário Paulo Guedes esgrima com a oposição pela reforma da Previdência,"Chamado de ‘tchuchuca’ pelo petista Zeca Dirceu, ministro da Economia cai na provocação e sessão da CCJ acaba com bate boca depois de quase sete horas de discussão",Afonso Benites,2019-04-03T22:49:58-03:00,https://brasil.elpais.com/brasil/2019/04/03/politica/1554328445_166119.html,politica,A esperada ida do
"PT ainda é a sigla preferida, enquanto PSL e Novo roubam apoio de PSDB e MDB","Dados são da pesquisa do Atlas Político, que mostram resiliência petista quase um ano após prisão de Lula. 57,9% são a favor da prisão de ex-presidente",F. B.,2019-04-03T22:50:59-03:00,https://brasil.elpais.com/brasil/2019/04/04/politica/1554331964_534951.html,politica,O
As três ameaças que pairam sobre a web,"No 30º aniversário da World Wide Web, seu criador reflete sobre como a Internet facilitou nossas vidas, mas também deu voz aos que propagam o ódio",Tim Berners-Lee,2019-03-12T16:41:46-03:00,https://brasil.elpais.com/brasil/2019/03/11/opinion/1552298297_783559.html,opinion,"Hoje, 30 anos depois da minha proposta original de um sistema de gerenciamento da informação, meio mundo usa a"
Grupos que sustentam Maduro serão principal desafio a qualquer futuro governo na Venezuela,É erro grave presumir que queda de Maduro e promoção de eleições livres seriam garantia para resolver problemas do país vizinho,Oliver Stuenkel,2019-03-11T20:27:09-03:00,https://brasil.elpais.com/brasil/2019/03/11/opinion/1552342672_852167.html,opinion,"Nos últimos anos, a maioria dos comentaristas internacionais cometeu dois erros ao analisar a situação da"
Quem mandou matar Marielle? E por quê?,"Bolsonaro, que governa o Brasil pela administração do ódio, deveria ser o maior interessado em desvendar o crime",Eliane Brum,2019-03-14T18:44:02-03:00,https://brasil.elpais.com/brasil/2019/03/13/opinion/1552485039_897963.html,opinion,Quando soube que
Não podemos esperar,"Nós, jovens de todo o mundo, não iremos à escola hoje para exigir dos adultos a responsabilidade por deter a mudança climática",Greta Thunberg,2019-03-15T12:23:53-03:00,https://brasil.elpais.com/brasil/2019/03/14/opinion/1552583083_746638.html,opinion,"Começou em frente ao parlamento sueco em 27 de agosto, um dia de aula como outro qualquer."
Moro é mais popular que Bolsonaro em Governo que segue perdendo aprovação,Atlas Político confirma tendência de queda na popularidade da gestão e do presidente e mostra índice bom/excelente numericamente atrás de regular e ruim/péssimo. 87% são a favor da prisão de Temer,Felipe Betim,2019-04-03T22:32:41-03:00,https://brasil.elpais.com/brasil/2019/04/03/politica/1554324591_827255.html,politica,A aprovação do Governo de
Marielle atemoriza porque representa tudo o que a estética bolsonarista combate e despreza,"É sintomático que, por mais esforços que o novo Governo tenha feito para enterrar Marielle e deixá-la apodrecer no esquecimento, ela continuou ressuscitando",Juan Arias,2019-03-15T03:25:45-03:00,https://brasil.elpais.com/brasil/2019/03/14/opinion/1552603786_215813.html,opinion,Tem razão
Cidade imensa e triste,"No final dos anos sessenta criei muito carinho pela Inglaterra; fui deixando de ser um socialista e me transformando pouco a pouco no que ainda tento ser, um liberal",Mario Vargas Llosa,2019-03-16T20:00:42-03:00,https://brasil.elpais.com/brasil/2019/03/15/opinion/1552649482_430368.html,opinion,Vim a
Não há desenvolvimento sem proteção ambiental,"Afrouxar o licenciamento ambiental aumenta a margem de lucro das empresas, em função da redução dos custos. Porém, quando ocorre um desastre ambiental, o que há é uma socialização dos prejuízos, que são pagos pela sociedade como um todo",Virgílio Viana,2019-03-16T20:49:46-03:00,https://brasil.elpais.com/brasil/2019/03/15/opinion/1552674544_685747.html,opinion,é uma boa oportunidade para refletir sobre uma visão muito disseminada no Brasil de que a proteção ambiental
Brasileiros transformam em metáfora política a história das galinhas que se rebelaram contra a raposa,"“Aqui, no Brasil, a raposa seria escolhida presidente”, comenta um leitor",Juan Arias,2019-03-18T16:56:22-03:00,https://brasil.elpais.com/brasil/2019/03/18/opinion/1552937376_133392.html,opinion,Um leitor deste jornal criticou o fato de o jornal perder tempo publicando que
O curioso tempo da prisão de Temer,"História seria outra se investigação evoluísse quando propina foi revelada em 2016, durante processo de fritura de Dilma Rousseff que levou ao impeachment",Daniel Haidar,2019-03-22T18:53:21-03:00,https://brasil.elpais.com/brasil/2019/03/22/opinion/1553273072_697119.html,opinion,"Não é preciso ser admirador do físico alemão Albert Einstein para concordar que, especialmente no Judiciário brasileiro e na"
Velhos,"Eu, como quase todos, fui educada para ser imortal",Leila Guerriero,2019-03-19T20:00:27-03:00,https://brasil.elpais.com/brasil/2019/03/18/opinion/1552929453_273695.html,opinion,"Quando me queixo por algum pequeno mal-estar, o homem com quem vivo diz: “Você está viva”. Significa: “Se você passa algum tempo sobre esta terra, o material vai se desgastar. Quer dizer que está viva: não reclame”. É uma filosofia pragmática que acho inexplicável: eu, como quase todos, fui educada para ser imortal. Al Alvarez escreve em"
"Violência obstétrica, uma forma de desumanização das mulheres",O fenômeno é muito mais comum do que a novidade da palavra parece sugerir: são muitas as mulheres que ignoram ter sofrido com isso,Debora Diniz,2019-03-20T21:42:16-03:00,https://brasil.elpais.com/brasil/2019/03/21/opinion/1553125734_101001.html,opinion,"A expressão “violência obstétrica” ofende médicos. Dizem não existir o fenômeno, mas casos isolados de imperícia ou negligência médicas. O que aconteceu com a brasileira"
A era dos reptilianos,As teorias da conspiração pressupõem que os dois lados de uma disputa científica ou social devem ter a mesma veracidade,Lucía Lijtmaer,2019-03-22T20:00:26-03:00,https://brasil.elpais.com/brasil/2019/03/21/opinion/1553190541_750395.html,opinion,Estes são tempos de lagartos. Basta olhar ao nosso redor: a
Celebrar o golpe representa uma derrota para a democracia,"A eleição de Bolsonaro e sua decisão de comemorar o golpe representam simbólica e, espero, provisoriamente, a vitória da memória e do sentimento autoritário",Clóvis Gruner,2019-03-27T17:32:58-03:00,https://brasil.elpais.com/brasil/2019/03/26/opinion/1553638697_638185.html,opinion,O presidente
Querer colocar a Bíblia no centro da educação escolar significa devolver o Brasil às cavernas,"A ideia do novo Governo ultraconservador de Bolsonaro é colocar a Bíblia no centro do ensino, não somente como matéria religiosa, e sim para servir de base até para matérias como matemática, história e geografia",Juan Arias,2019-03-23T12:11:23-03:00,https://brasil.elpais.com/brasil/2019/03/23/opinion/1553300746_572896.html,opinion,"O Brasil é, depois dos Estados Unidos, o segundo maior país do continente americano. É uma das grandes democracias do mundo, com uma Constituição que sanciona a laicidade do Estado e sofre um grave"
Bolsonaro manda festejar o crime,"Ao determinar a comemoração do golpe militar de 1964, o antipresidente busca manter o ódio ativo e barrar qualquer possibilidade de justiça",Eliane Brum,2019-03-27T22:52:15-03:00,https://brasil.elpais.com/brasil/2019/03/27/opinion/1553688411_058227.html,opinion,"O próximo domingo, 31 de março, marca 55 anos do"
Mas quem é essa nova direita que ganha espaço pelo mundo?,"Movimento que cresce na Europa, EUA e América Latina não se apresenta da mesma forma em todos os lugares, mas mescla em doses distintas algumas características",Joaquín Estefanía,2019-03-23T20:00:17-03:00,https://brasil.elpais.com/brasil/2019/03/22/opinion/1553264899_947348.html,opinion,"Há um século, o alemão Oswald Spengler publicou em dois volumes"
O impacto invisível da falta de acesso à água,O peso da busca por água limpa longe da segurança da própria comunidade recai de forma desproporcional sobre as mulheres,Ana de Lemos,2019-03-22T18:19:25-03:00,https://brasil.elpais.com/brasil/2019/03/22/opinion/1553282820_982188.html,opinion,Dois bilhões de pessoas consomem
A primavera do DEM,"Com status de primeiro-ministro, partido caminha para ser peça estratégica na sustentação do Governo Bolsonaro",Murilo Medeiros,2019-03-30T10:21:58-03:00,https://brasil.elpais.com/brasil/2019/03/30/opinion/1553903046_396682.html,opinion,"As voltas que o mundo político dá é impressionante. O Democratas, aquele mesmo que o"
A história não pode ser apagada ou reescrita. Lembrar que houve ditadura valoriza as conquistas de hoje,"O regime militar merece ser recordado, mas não pelos motivos errados. Reconhecer o passado enaltece conquistas sociais, como o próprio combate à corrupção",Jerusa Burmann Viecili,2019-03-30T18:02:08-03:00,https://brasil.elpais.com/brasil/2019/03/30/opinion/1553972319_896574.html,opinion,"A história de um país não pode ser apagada, sequer reescrita: é inegável que o"
"Na Argentina, falar da ditadura e dos militares que a conduziram é motivo de desonra","País teve um dos regimes mais sanguinários do continente, com ao menos 30.000 mortos",Federico Rivas Molina,2019-03-31T11:31:55-03:00,https://brasil.elpais.com/brasil/2019/03/30/opinion/1553971198_297214.html,opinion,"Em 18 de setembro de 1985, o procurador Julio César Strassera completou 52 anos. Uma coincidência o levou a ficar nesse dia diante dos militares que logo seriam sentenciados por crimes contra a humanidade cometidos"
A fuga simbólica de Bolsonaro para Israel no 55º aniversário da ditadura brasileira,"Presidente deixou o país na data que defendeu celebrar, e brasileiros fiéis à democracia deixaram clara sua rejeição à ditadura em jornais, redes sociais e manifestações de rua",Juan Arias,2019-04-01T08:26:07-03:00,https://brasil.elpais.com/brasil/2019/04/01/opinion/1554078976_839038.html,opinion,"O presidente brasileiro,"
